customer_id,last_name,first_name,middle_name,phone_number,birth_dt,address
7783672,Сергеев,Денис,Александрович,826216,2001-08-11,Ленинск-Кузнецкий
7796294,Суворов,Никита,Адамович,878748,1953-01-17,Хасавюрт
7803392,Фирсов,Вячеслав,Георгиевич,891345,1987-01-26,Березовский (Свердловская область)
7830975,Зверев,Даниил,Фёдорович,857414,1944-02-18,Магадан
7862603,Борисова,Екатерина,Максимовна,895596,1950-08-24,Гатчина
7864358,Николаев,Максим,Леонидович,802959,1991-07-29,Белогорск (Амурская область)
7946166,Старикова,Ангелина,Васильевна,829271,1942-03-05,Орехово-Зуево
7946810,Виноградов,Артём,Дмитриевич,800325,1940-05-01,Тихорецк
7964933,Носкова,Фатима,Георгиевна,884126,1952-01-31,Ступино
8016267,Фокин,Дмитрий,Родионович,854965,1985-08-27,Новокуйбышевск
8042250,Щербаков,Родион,Никитич,838597,1942-02-24,Дубна
8064579,Макеева,Вера,Артёмовна,850748,1973-02-07,Северск
8112662,Голиков,Александр,Максимович,814646,2000-11-05,Пермь
8131696,Трофимова,Арина,Дмитриевна,832849,1942-12-09,Арзамас
8157735,Михайлов,Матвей,Иванович,872749,1961-02-21,Волгодонск
8172912,Смирнов,Никита,Арсентьевич,816824,1996-09-22,Курск
8175869,Софронова,Алиса,Максимовна,805469,2001-12-27,Феодосия
8190145,Терехова,Ульяна,Андреевна,825690,1968-01-15,Астрахань
8195073,Вавилов,Григорий,Максимович,851333,1976-03-14,Новомосковск
8211030,Алексеев,Александр,Макарович,800773,1992-03-01,Асбест
8264228,Баранов,Святослав,Даниэльевич,897369,1963-08-28,Октябрьский
8283210,Баранов,Илья,Михайлович,841885,1972-09-03,Севастополь
8291592,Семенова,София,Никитична,800330,1952-03-16,Саров
8294970,Щукин,Павел,Глебович,831878,2000-04-25,Троицк
8317488,Некрасова,Полина,Сергеевна,848299,1957-07-07,Благовещенск (Амурская область)
8334540,Чернова,Ника,Матвеевна,861852,1977-04-07,Ухта
8343389,Тарасов,Максим,Георгиевич,898818,1942-12-28,Томск
8376874,Минин,Павел,Артёмович,899903,1999-10-18,Ивантеевка
8433372,Моисеева,Арина,Максимовна,853484,1969-11-12,Чебоксары
8442096,Козлова,Стефания,Платоновна,864609,1965-05-12,Краснокамск
8475573,Смирнова,Полина,Алексеевна,874583,1968-06-14,Казань
8494844,Котов,Евгений,Владимирович,806119,1959-04-18,Муром
8506018,Сорокин,Ибрагим,Арсентьевич,871510,1965-12-26,Клин
8513493,Голованова,Таисия,Матвеевна,815999,1982-08-04,Каменск-Уральский
8542490,Гончаров,Константин,Тимофеевич,839466,1949-12-31,Дмитров
8545580,Маслов,Григорий,Михайлович,889288,1982-11-30,Белово
8552253,Ефимова,Элина,Александровна,840377,1975-09-19,Старый Оскол
8568720,Королева,Полина,Никитична,854027,1994-03-22,Новосибирск
8591362,Мельникова,Сафия,Марковна,841792,1974-09-19,Череповец
8596601,Максимов,Руслан,Юрьевич,886563,1973-10-31,Зеленогорск
8628476,Матвеев,Алексей,Романович,812213,1972-07-19,Реутов
8647292,Климова,Мария,Ярославовна,887988,1959-03-11,Черемхово
8686227,Хохлов,Георгий,Владиславович,851932,1986-12-04,Жуковский
8701726,Гришин,Роман,Даниилович,848882,1991-09-24,Гуково
8731299,Рябов,Михаил,Львович,820874,1981-08-20,Геленджик
8760454,Андрианова,Алина,Львовна,861127,1960-10-09,Бердск
8765352,Алексеев,Филипп,Денисович,898705,1962-10-16,Прохладный
8788924,Соловьева,Валерия,Максимовна,846622,1995-09-25,Чита
8790076,Зверева,Ксения,Тимофеевна,880098,1996-02-17,Шадринск
8793286,Кузнецов,Роман,Максимович,885172,1983-05-10,Серов
8828130,Яковлева,Варвара,Тимофеевна,824234,1989-04-11,Чапаевск
8852823,Тихомирова,Полина,Кирилловна,841196,1978-03-26,Орел
8857342,Климов,Кирилл,Матвеевич,823644,1960-05-25,Павловский Посад
8860090,Лыков,Тимофей,Даниилович,838245,1970-08-18,Грозный
8887959,Филатова,Валерия,Борисовна,829581,1968-03-15,Чехов
8903079,Софронова,Дарья,Ильинична,879387,1989-02-07,Соликамск
8912688,Головина,Майя,Андреевна,827781,1982-02-09,Россошь
8919009,Котова,Александра,Александровна,868199,1977-07-23,Киров (Кировская область)
8929248,Петров,Иван,Александрович,868820,1968-04-07,Бор
8940788,Троицкая,Вероника,Владиславовна,826777,1971-05-11,Волжск
8966871,Соколов,Артём,Дмитриевич,814064,1975-11-10,Ялта
8979408,Голубева,Ева,Романовна,820419,1993-06-25,Балашиха
8987261,Соколов,Тихон,Львович,891657,2003-01-25,Ханты-Мансийск
9000964,Уткин,Владислав,Степанович,841763,1962-06-02,Находка
9020769,Беляев,Даниил,Дмитриевич,841176,1966-06-01,Тюмень
9022356,Быков,Михаил,Ярославович,805094,1980-07-02,Химки
9058381,Соколов,Юрий,Максимович,875430,1948-06-25,Вязьма
9090105,Орлов,Иван,Алиевич,807224,1982-02-09,Ейск
9156396,Зубков,Николай,Артурович,847554,1943-08-13,Липецк
9156814,Дубровина,Елизавета,Александровна,860021,2003-08-16,Белорецк
9168167,Кузнецов,Артём,Александрович,891581,1994-07-15,Чайковский
9171069,Семенова,Есения,Григорьевна,811811,1956-03-06,Домодедово
9266330,Алексеев,Михаил,Даниилович,839194,1946-08-10,Таганрог
9279399,Петров,Святослав,Максимович,869455,1984-02-03,Энгельс
9358854,Фадеева,Александра,Родионовна,887788,1957-04-19,Ачинск
9399964,Комиссаров,Лев,Даниилович,818919,1963-01-23,Глазов
9404247,Иванова,Варвара,Владимировна,834112,1992-09-16,Хабаровск
9420024,Терентьева,Мария,Артёмовна,894874,1973-02-27,Саранск
9444547,Соколова,Мария,Александровна,839257,1964-01-19,Егорьевск
9450891,Короткова,София,Игоревна,833679,1957-04-26,Новоуральск
9481903,Иванов,Иван,Арсентьевич,868666,1975-10-24,Ульяновск
9484200,Титова,Элина,Антоновна,858883,1943-11-06,Гусь-Хрустальный
9498683,Игнатов,Тимур,Александрович,817730,1950-06-08,Бузулук
9511373,Седова,Мирослава,Александровна,826333,2000-08-08,Новороссийск
9517861,Семенова,Валерия,Артёмовна,823228,1967-09-03,Арзамас
9525027,Антипова,Софья,Максимовна,821944,2000-08-05,Севастополь
9530444,Савельева,Агата,Макаровна,862343,1993-11-09,Краснокаменск
9552296,Михайлова,Валентина,Захаровна,875069,1998-03-05,Астрахань
9565866,Фадеева,Кристина,Александровна,827340,1940-05-11,Алексин
9568232,Беляева,Ульяна,Михайловна,850089,1970-03-19,Элиста
9586314,Пирогова,Мария,Георгиевна,802330,1940-01-01,Славянск-на-Кубани
9589575,Марков,Тимофей,Антонович,809545,1962-08-27,Серов
9599952,Денисова,Таисия,Руслановна,883759,1976-06-04,Междуреченск
9603222,Лапшина,Полина,Матвеевна,801104,1999-02-27,Екатеринбург
9622792,Воронов,Илья,Дмитриевич,843545,1951-02-06,Белорецк
9629081,Матвеев,Михаил,Фёдорович,851737,1972-02-02,Улан-Удэ
9671215,Латышева,Каролина,Никитична,893558,1989-04-12,Химки
9685194,Васильева,Виктория,Егоровна,814128,1992-02-20,Норильск
9700458,Назарова,Виктория,Романовна,845882,1964-10-12,Нерюнгри
9767097,Яковлев,Никита,Всеволодович,829362,1958-03-29,Якутск
9785684,Белякова,Анастасия,Данииловна,827010,1946-06-19,Ижевск
9841596,Данилов,Марк,Егорович,884068,1953-05-07,Шуя
9841663,Колесников,Савелий,Всеволодович,885860,1993-11-16,Орск
9849164,Пименов,Всеволод,Маркович,820460,1962-12-07,Нижнекамск
9851599,Полякова,Ксения,Романовна,898467,1980-07-14,Тольятти
9858259,Наумова,София,Марковна,879097,1995-10-02,Прокопьевск
9859117,Суворова,Вероника,Владиславовна,833743,1942-06-10,Крымск
9863167,Блохина,Анна,Ильинична,821446,2002-04-21,Губкин
9871721,Гусев,Давид,Семёнович,831637,1988-06-11,Воскресенск
9941395,Федорова,Виктория,Антоновна,848470,1996-07-13,Тихвин
9949746,Горбунов,Георгий,Артёмович,808154,2001-02-17,Магнитогорск
9955675,Иванова,Лейла,Данииловна,899862,1947-11-04,Владивосток
9963256,Федоров,Илья,Дмитриевич,814294,1967-02-13,Батайск
9963365,Воронин,Владимир,Максимович,877129,1972-09-24,Великие Луки
9970004,Иванова,Вероника,Ивановна,863942,1950-08-01,Боровичи
9978715,Еремина,Арина,Михайловна,813434,1988-02-03,Троицк
9983236,Николаев,Алексей,Тимофеевич,820237,1966-01-09,Буйнакск
9986695,Наумова,Мелисса,Степановна,857582,1950-06-27,Нефтекамск
